disease_name,question,answer,source_url
Yaws,Where does yaws occur?,"Yaws occurs in overcrowded communities, with limited access to basic amenities, such as water and sanitation, as well as health care. Yaws primarily affects children aged under 15 years who live in poor communities in warm, humid and tropical forested areas of Africa, Asia, Latin America and the Pacific islands.",https://www.who.int/news-room/questions-and-answers/item/yaws
Yaws,How is yaws diagnosed?,"Traditionally, laboratory-based serological tests such as Treponema pallidum particle agglutination (TPPA) and rapid plasma reagin (RPR) are widely used to diagnose treponemal infections (for example, syphilis and yaws). These tests cannot distinguish yaws from syphilis however, and the interpretation of results from these tests in adults who live in yaws endemic areas needs careful clinical assessment because of syphillis. Rapid point-of-care tests that can be used in the field are widely available. However, most of them are treponemal-based and cannot distinguish between past and current infection. Recently dual treponemal and nontreponemal rapid tests have become available, thus simplifying diagnosis in the field. These tests are able to detect both present and past infections to guide treatment of people with active infection. Polymerase chain reaction (PCR) can be used to definitively confirm yaws by detecting the organisms in the skin lesions. It can also be used to monitor azithromycin resistance and this test will be very useful in the last phase of the eradication programme.
Traditionally, laboratory-based serological tests such as Treponema pallidum particle agglutination (TPPA) and rapid plasma reagin (RPR) are widely used to diagnose treponemal infections (for example, syphilis and yaws). These tests cannot distinguish yaws from syphilis however, and the interpretation of results from these tests in adults who live in yaws endemic areas needs careful clinical assessment because of syphillis.
Rapid point-of-care tests that can be used in the field are widely available. However, most of them are treponemal-based and cannot distinguish between past and current infection. Recently dual treponemal and nontreponemal rapid tests have become available, thus simplifying diagnosis in the field. These tests are able to detect both present and past infections to guide treatment of people with active infection. Polymerase chain reaction (PCR) can be used to definitively confirm yaws by detecting the organisms in the skin lesions. It can also be used to monitor azithromycin resistance and this test will be very useful in the last phase of the eradication programme.",https://www.who.int/news-room/questions-and-answers/item/yaws
Yaws,How can yaws be treated?,"Yaws is cured with a single oral dose of either of 2 antibiotics – azithromycin or benzathine penicillin. Azithromycin (single oral dose) at 30 mg/kg (maximum 2 gm) is the preferred choice in the WHO "" Yaws Eradication Strategy "" (the Morges Strategy) because of the ease of administration and logistical consideration in large-scale treatment campaigns. Benzathine penicillin (single intramuscular dose) at 1.2 million units (adults) and 600 000 units (children). For patients allergic to penicillin and azithromycin, doxycycline 100mg (1 tab) orally, b.d. twice daily for 7 days may be used.",https://www.who.int/news-room/questions-and-answers/item/yaws
Yaws,How can yaws be prevented?,There is no vaccine for yaws. Health education and improvement in personal hygiene are essential components to reduce transmission of the disease. Contacts of patients with yaws should receive empiric treatment.,https://www.who.int/news-room/questions-and-answers/item/yaws
Yellow fever,Where does yellow fever occur?,"Yellow fever occurs in 47 endemic countries in Africa in Central and South America. Around 90% of cases reported every year occur in Sub-Saharan Africa. Infected travellers from areas where yellow fever occurs can export cases to countries that are free of yellow fever, but the disease can only spread easily if that country has the mosquito species able to transmit it, specific climatic conditions and the animal reservoir needed to maintain it.
Yellow fever occurs in 47 endemic countries in Africa in Central and South America. Around 90% of cases reported every year occur in Sub-Saharan Africa.
Infected travellers from areas where yellow fever occurs can export cases to countries that are free of yellow fever, but the disease can only spread easily if that country has the mosquito species able to transmit it, specific climatic conditions and the animal reservoir needed to maintain it.",https://www.who.int/news-room/questions-and-answers/item/yellow-fever
Yellow fever,How do you get yellow fever?,"The yellow fever virus is transmitted by infected mosquitoes, most commonly from the Aedes species – the same mosquito that spreads the Zika, Chikungunya and Dengue virus. Haemogogus mosquitoes also spread yellow fever and are mostly found in the jungle. Mosquitoes become infected with the virus when they bite an infected human or monkey. The disease cannot be spread by contact from one person to another. Mosquitoes breed in tropical rainforests, humid, and semi-humid environments, as well as around bodies of still water in and close to human habitations in urban settings. Increased contact between humans and infected mosquitoes, particularly in urban areas where people have not been vaccinated for yellow fever, can create epidemics. Outbreaks of the disease are of particular concern when they occur in overcrowded settings with inadequate water supply and waste management services that allow the mosquitoes to breed easily.
The yellow fever virus is transmitted by infected mosquitoes, most commonly from the Aedes species – the same mosquito that spreads the Zika, Chikungunya and Dengue virus. Haemogogus mosquitoes also spread yellow fever and are mostly found in the jungle. Mosquitoes become infected with the virus when they bite an infected human or monkey. The disease cannot be spread by contact from one person to another.
Mosquitoes breed in tropical rainforests, humid, and semi-humid environments, as well as around bodies of still water in and close to human habitations in urban settings. Increased contact between humans and infected mosquitoes, particularly in urban areas where people have not been vaccinated for yellow fever, can create epidemics.
Outbreaks of the disease are of particular concern when they occur in overcrowded settings with inadequate water supply and waste management services that allow the mosquitoes to breed easily.",https://www.who.int/news-room/questions-and-answers/item/yellow-fever
Yellow fever,Am I protected from yellow fever immediately following vaccination?,"In general, it takes 10 to 14 days from the date of vaccination for a person to develop immunity to the yellow fever virus. Additional personal protection measures from mosquitoes are critically important during this 10-14 day period in yellow fever endemic areas. These include wearing protective clothing, sleeping under insecticide treated bed nets even during the day and using recommended repellents. The vaccination certificate for yellow fever is valid from 10 days after administration of the vaccine for recipients.
In general, it takes 10 to 14 days from the date of vaccination for a person to develop immunity to the yellow fever virus. Additional personal protection measures from mosquitoes are critically important during this 10-14 day period in yellow fever endemic areas. These include wearing protective clothing, sleeping under insecticide treated bed nets even during the day and using recommended repellents. The vaccination certificate for yellow fever is valid from 10 days after administration of the vaccine for recipients.",https://www.who.int/news-room/questions-and-answers/item/yellow-fever
Yellow fever,Is eradication of yellow fever possible?,"Eradication of yellow fever is not feasible since we are unable to control the virus in the natural animal hosts.
Eradication of yellow fever is not feasible since we are unable to control the virus in the natural animal hosts.",https://www.who.int/news-room/questions-and-answers/item/yellow-fever
Yellow fever,Who manages the vaccine supply for yellow fever outbreaks?,"In an emergency situation it is often difficult to get enough vaccine doses to protect the entire population at risk due to the limited global vaccine supply. The emergency stockpile is managed by the International Coordinating Group on Vaccine Provision for Yellow Fever Control which was created in 2001. The role of the ICG is to verify that eligibility criteria are met by countries applying for outbreak support from the stockpile and to decide on the amount of vaccine to be shipped. International Coordinating Group (ICG) on Vaccine Provision
In an emergency situation it is often difficult to get enough vaccine doses to protect the entire population at risk due to the limited global vaccine supply. The emergency stockpile is managed by the International Coordinating Group on Vaccine Provision for Yellow Fever Control which was created in 2001. The role of the ICG is to verify that eligibility criteria are met by countries applying for outbreak support from the stockpile and to decide on the amount of vaccine to be shipped.",https://www.who.int/news-room/questions-and-answers/item/yellow-fever
Yellow fever,Who manages the yellow fever vaccine supply for routine immunization and preventive mass campaign?,"WHO and UNICEF have the oversight role in tracking and supplying yellow fever vaccine for routine immunization. The YF Initiative (YFI) led by WHO and UNICEF coordinates yellow fever control at the global level. The goals of the Initiative are to prevent yellow fever outbreaks and to secure the supply of yellow fever vaccines. The Yellow Fever Initiative monitors the yellow fever activities at global level and identifies priorities in routine immunization, preventive campaigns, and outbreaks, including yellow fever vaccine supply issues.
WHO and UNICEF have the oversight role in tracking and supplying yellow fever vaccine for routine immunization. The YF Initiative (YFI) led by WHO and UNICEF coordinates yellow fever control at the global level. The goals of the Initiative are to prevent yellow fever outbreaks and to secure the supply of yellow fever vaccines. The Yellow Fever Initiative monitors the yellow fever activities at global level and identifies priorities in routine immunization, preventive campaigns, and outbreaks, including yellow fever vaccine supply issues.",https://www.who.int/news-room/questions-and-answers/item/yellow-fever
Zika virus,How do people catch Zika virus?,"Zika virus is primarily transmitted to people through the bite of an infected Aedes mosquito, which can also transmit chikungunya, dengue and yellow fever. Zika virus can also be transmitted through sex and has been detected in semen, blood, urine, amniotic fluids, saliva as well as body fluids found in the brain and spinal cord. Zika virus may present a risk to blood safety. People who have donated blood are encouraged to report to the blood transfusion service if they subsequently get symptoms of Zika virus infection, or if they are diagnosed with recent Zika virus infection within 14 days after blood donation. Fact sheet on Zika virus Maintaining a safe and adequate blood supply during Zika virus outbreaks
Zika virus is primarily transmitted to people through the bite of an infected Aedes mosquito, which can also transmit chikungunya, dengue and yellow fever.
Zika virus can also be transmitted through sex and has been detected in semen, blood, urine, amniotic fluids, saliva as well as body fluids found in the brain and spinal cord.
Zika virus may present a risk to blood safety. People who have donated blood are encouraged to report to the blood transfusion service if they subsequently get symptoms of Zika virus infection, or if they are diagnosed with recent Zika virus infection within 14 days after blood donation.
Fact sheet on Zika virus
Maintaining a safe and adequate blood supply during Zika virus outbreaks",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What are the symptoms of Zika virus disease?,"Zika virus usually causes mild illness. Symptoms most commonly include a slight fever or rash, appearing a few days after a person is bitten by an infected mosquito. Although many will not develop any symptoms at all, others may also suffer from conjunctivitis, muscle and joint pain, and feel tired. The symptoms usually last from 2 to 7 days. There is no known difference in the symptoms of infected pregnant and non-pregnant women. Interim case definition of Zika virus disease
Zika virus usually causes mild illness. Symptoms most commonly include a slight fever or rash, appearing a few days after a person is bitten by an infected mosquito. Although many will not develop any symptoms at all, others may also suffer from conjunctivitis, muscle and joint pain, and feel tired. The symptoms usually last from 2 to 7 days.
There is no known difference in the symptoms of infected pregnant and non-pregnant women.
Interim case definition of Zika virus disease",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,How is Zika virus disease diagnosed?,"Diagnosis is based on symptoms and the person’s recent history (e.g. mosquito bites, or travel to an area where Zika virus occurs). Laboratory testing can confirm the presence of Zika virus in the blood. However, this diagnosis may not be reliable as the virus could cross-react with other viruses such as dengue, West Nile and yellow fever. The development of a reliable, rapid point-of-care diagnostic test is high priority for Zika-related research. Surveillance for Zika virus infection, microcephaly and Guillain-Barré syndrome Laboratory testing for Zika virus infection
Diagnosis is based on symptoms and the person’s recent history (e.g. mosquito bites, or travel to an area where Zika virus occurs). Laboratory testing can confirm the presence of Zika virus in the blood. However, this diagnosis may not be reliable as the virus could cross-react with other viruses such as dengue, West Nile and yellow fever. The development of a reliable, rapid point-of-care diagnostic test is high priority for Zika-related research.
Surveillance for Zika virus infection, microcephaly and Guillain-Barré syndrome Laboratory testing for Zika virus infection",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,How is Zika virus disease treated?,"The symptoms of Zika virus disease can be treated with common pain and fever medicines, rest and plenty of water. If symptoms worsen, people should seek medical advice.",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,Why do we need a Zika virus country classification scheme?,"Public health agencies like WHO classify countries to characterize the level of Zika virus transmission in a given time and the potential for its spread. This information enables countries to prepare and respond to the threat and adapt public health recommendations for residents and travellers.
Public health agencies like WHO classify countries to characterize the level of Zika virus transmission in a given time and the potential for its spread. This information enables countries to prepare and respond to the threat and adapt public health recommendations for residents and travellers.",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,Why does the scheme only take into consideration the presence in a country of the Aedes aegypti mosquito and not of other mosquitoes?,"The Aedes aegypti mosquito is considered the main vector of Zika virus transmission because it sustains most Zika virus outbreaks. Zika virus may be imported by infected travellers into an area that may not have Zika virus transmission at that point of time. If those travellers are bitten by local Aedes aegypti mosquitoes the mosquitoes can transmit the virus to others, potentially setting off a cycle of transmission. Studies on the role of other species of mosquitoes in human transmission are inconclusive so far.",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What are the categories in the Zika virus country classification scheme?,"Category 1: Area with new introduction of Zika virus since 2015 or area where the virus has been re-introduced, with ongoing transmission. Category 2: Area either with evidence of Zika virus circulation before 2015 or with transmission but the area does not satisfy the criteria for 1 or 3. Areas in category 2 may also experience an outbreak of Zika. Category 3: Area with interrupted transmission but with potential for future transmission. Category 4: Area with established Aedes aegypti mosquitoes but no known documented past or current transmission.
Category 1: Area with new introduction of Zika virus since 2015 or area where the virus has been re-introduced, with ongoing transmission.
Category 2: Area either with evidence of Zika virus circulation before 2015 or with transmission but the area does not satisfy the criteria for 1 or 3. Areas in category 2 may also experience an outbreak of Zika.
Category 3: Area with interrupted transmission but with potential for future transmission.
Category 4: Area with established Aedes aegypti mosquitoes but no known documented past or current transmission.",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,How was the Zika virus country classification scheme developed?,"WHO, the US Centers for Disease Control and Prevention (CDC) and the European Centre for Disease Control and Prevention (ECDC) have collaboratively reviewed surveillance data from countries and defined levels of Zika virus transmission and risk based on current evidence. As a guidance development group, they have developed the interim guidance on Zika virus country classification scheme. Zika virus country classification scheme
WHO, the US Centers for Disease Control and Prevention (CDC) and the European Centre for Disease Control and Prevention (ECDC) have collaboratively reviewed surveillance data from countries and defined levels of Zika virus transmission and risk based on current evidence. As a guidance development group, they have developed the interim guidance on Zika virus country classification scheme.
Zika virus country classification scheme",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What is microcephaly?,"Microcephaly is a condition where a baby’s head is smaller than those of other babies of the same age and sex. Microcephaly happens when there is either a problem in utero, causing the baby’s brain to stop growing properly, or after birth when the head stops growing properly. Children born with microcephaly often have developmental challenges as they grow older. In some cases, children with microcephaly develop entirely normally. Microcephaly can be caused by a variety of environmental and genetic factors such as Down syndrome; exposure to drugs, alcohol or other toxins in the womb; and rubella infection during pregnancy. Fact sheet on microcephaly Surveillance for Zika virus infection, microcephaly and Guillain-Barré syndrome Screening, assessment and management of neonates and infants with complications associated with Zika virus exposure in utero
Microcephaly is a condition where a baby’s head is smaller than those of other babies of the same age and sex. Microcephaly happens when there is either a problem in utero, causing the baby’s brain to stop growing properly, or after birth when the head stops growing properly. Children born with microcephaly often have developmental challenges as they grow older. In some cases, children with microcephaly develop entirely normally. Microcephaly can be caused by a variety of environmental and genetic factors such as Down syndrome; exposure to drugs, alcohol or other toxins in the womb; and rubella infection during pregnancy.
Fact sheet on microcephaly Surveillance for Zika virus infection, microcephaly and Guillain-Barré syndrome Screening, assessment and management of neonates and infants with complications associated with Zika virus exposure in utero",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What is congenital Zika virus syndrome?,"In addition to congenital microcephaly, a range of manifestations has been reported among babies up to 4 weeks old where there has been exposure to Zika virus in utero. These include malformations of the head, involuntary movement, seizures, irritability, brainstem dysfunction such as swallowing problems, limb contractures, hearing and sight abnormalities and brain anomalies. Other outcomes associated with Zika virus infection in utero may involve miscarriages and stillbirths. Together, the spectrum of congenital abnormalities associated with Zika virus exposure of fetuses during pregnancy are known as “congenital Zika virus syndrome.” Not all children with congenital Zika virus syndrome present with microcephaly. On the other hand, failure to observe signs of congenital Zika virus syndrome, particularly when assessed in utero, does not necessarily mean that the fetus or newborn does not have abnormalities. For example, hearing abnormalities may not be assessed in utero but only after birth. Some signs such as seizures may develop only after birth. Screening, assessment and management of neonates and infants with complications associated with Zika virus exposure in utero
In addition to congenital microcephaly, a range of manifestations has been reported among babies up to 4 weeks old where there has been exposure to Zika virus in utero. These include malformations of the head, involuntary movement, seizures, irritability, brainstem dysfunction such as swallowing problems, limb contractures, hearing and sight abnormalities and brain anomalies. Other outcomes associated with Zika virus infection in utero may involve miscarriages and stillbirths. Together, the spectrum of congenital abnormalities associated with Zika virus exposure of fetuses during pregnancy are known as “congenital Zika virus syndrome.”
Not all children with congenital Zika virus syndrome present with microcephaly. On the other hand, failure to observe signs of congenital Zika virus syndrome, particularly when assessed in utero, does not necessarily mean that the fetus or newborn does not have abnormalities. For example, hearing abnormalities may not be assessed in utero but only after birth. Some signs such as seizures may develop only after birth.
Screening, assessment and management of neonates and infants with complications associated with Zika virus exposure in utero",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What is Guillain-Barré syndrome?,"Guillain-Barré syndrome is a rare condition in which a person’s immune system attacks his or her nerves. People of all ages can be affected, but it is more common in adult men. Most people recover fully from even the most severe cases of Guillain-Barré syndrome. In 20%-30% of people with the condition, the chest muscles are affected, making it hard to breathe. Severe cases of Guillain-Barré syndrome are rare, but can result in near-total paralysis and/or death. Fact sheet on Guillain-Barré syndrome Identification and management of Guillain-Barré syndrome in the context of Zika virus Surveillance for Zika virus infection, microcephaly and Guillain-Barré syndrome
Guillain-Barré syndrome is a rare condition in which a person’s immune system attacks his or her nerves. People of all ages can be affected, but it is more common in adult men. Most people recover fully from even the most severe cases of Guillain-Barré syndrome. In 20%-30% of people with the condition, the chest muscles are affected, making it hard to breathe. Severe cases of Guillain-Barré syndrome are rare, but can result in near-total paralysis and/or death.
Fact sheet on Guillain-Barré syndrome Identification and management of Guillain-Barré syndrome in the context of Zika virus Surveillance for Zika virus infection, microcephaly and Guillain-Barré syndrome",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What is the relationship between Zika and microcephaly and Guillain-Barré syndrome?,"Based on a newly published systematic review of current research, WHO has reaffirmed its position that Zika virus infection during pregnancy is a cause of congenital brain abnormalities, including microcephaly, and refined its position on the relationship between Zika virus infection and Guillain-Barré syndrome, stating that Zika virus infection is a trigger of Guillain-Barré syndrome. Zika causality statement
Based on a newly published systematic review of current research, WHO has reaffirmed its position that Zika virus infection during pregnancy is a cause of congenital brain abnormalities, including microcephaly, and refined its position on the relationship between Zika virus infection and Guillain-Barré syndrome, stating that Zika virus infection is a trigger of Guillain-Barré syndrome.
Zika causality statement",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What events led WHO to investigate a causal link between Zika virus and complications including microcephaly and Guillian-Barré syndrome?,"A Zika outbreak in Brazil, identified in early 2015, was followed by an unusual increase in microcephaly among newborns, as well as an increased number of cases of Guillain-Barré syndrome. Zika virus outbreaks rapidly affected other countries and territories in the Americas. The scientific community responded with urgency to the rapidly evolving situation and began building a knowledge base about the virus and its implications extremely quickly. In 2013-2014, Zika virus had caused an outbreak in French Polynesia with some 28 000 people infected with Zika, including cases of Guillain-Barré syndrome. The outbreaks in the Americas led to a reinvestigation of the 2013-14 outbreak in French Polynesia. Looking back, this outbreak appears to have been linked also to microcephaly. Research into the geographical spread of Zika virus and related complications continues.
A Zika outbreak in Brazil, identified in early 2015, was followed by an unusual increase in microcephaly among newborns, as well as an increased number of cases of Guillain-Barré syndrome. Zika virus outbreaks rapidly affected other countries and territories in the Americas. The scientific community responded with urgency to the rapidly evolving situation and began building a knowledge base about the virus and its implications extremely quickly.
In 2013-2014, Zika virus had caused an outbreak in French Polynesia with some 28 000 people infected with Zika, including cases of Guillain-Barré syndrome. The outbreaks in the Americas led to a reinvestigation of the 2013-14 outbreak in French Polynesia. Looking back, this outbreak appears to have been linked also to microcephaly.
Research into the geographical spread of Zika virus and related complications continues.",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,Are there other explanations for microcephaly and Guillain-Barré syndrome?,"Guillain-Barré syndrome and microcephaly are conditions with a number of underlying causes, triggers and neurological effects. Microcephaly can result, among others, from infections during pregnancy, exposure to toxic chemicals and genetic abnormalities. Guillain-Barré syndrome is often preceded by an infection. This could be a bacterial or viral infection. The syndrome may also be triggered by vaccine administration or surgery. Scientists do not exclude the possibility that other factors may combine with Zika virus infection to cause neurological disorders. A better understanding of Zika virus infection and its complications is one of the remaining research priorities. WHO Zika Virus Research Agenda R&D Blueprint and Zika
Guillain-Barré syndrome and microcephaly are conditions with a number of underlying causes, triggers and neurological effects.
Microcephaly can result, among others, from infections during pregnancy, exposure to toxic chemicals and genetic abnormalities.
Guillain-Barré syndrome is often preceded by an infection. This could be a bacterial or viral infection. The syndrome may also be triggered by vaccine administration or surgery.
Scientists do not exclude the possibility that other factors may combine with Zika virus infection to cause neurological disorders. A better understanding of Zika virus infection and its complications is one of the remaining research priorities.
WHO Zika Virus Research Agenda R&D Blueprint and Zika",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,Where does Zika virus occur?,"Local transmission of Zika virus by Aedes mosquitoes has been reported on the continents of Africa, the Americas, South-East Asia and the Western Pacific. There are 2 types of Aedes mosquito known to be capable of transmitting Zika virus. In most cases, Zika is spread through the Aedes aegypti mosquito in tropical and subtropical regions. The Aedes albopictus mosquito can also transmit the virus and can hibernate to survive regions with cooler temperatures. Both species breed and live near or inside human dwellings, preferring to bite humans over other animal hosts. A study, conducted by Fiocruz Pernambuco, detected the presence of Zika virus in Culex quinquefasciatus mosquitoes. Recent laboratory studies have shown that Culex species were unable to transmit Zika virus in an experimental setting. It is unlikely that they play a role in the current outbreak of Zika. Vector-borne diseases A review of Zika vectors - Aedes
Local transmission of Zika virus by Aedes mosquitoes has been reported on the continents of Africa, the Americas, South-East Asia and the Western Pacific.
There are 2 types of Aedes mosquito known to be capable of transmitting Zika virus. In most cases, Zika is spread through the Aedes aegypti mosquito in tropical and subtropical regions. The Aedes albopictus mosquito can also transmit the virus and can hibernate to survive regions with cooler temperatures. Both species breed and live near or inside human dwellings, preferring to bite humans over other animal hosts.
A study, conducted by Fiocruz Pernambuco, detected the presence of Zika virus in Culex quinquefasciatus mosquitoes. Recent laboratory studies have shown that Culex species were unable to transmit Zika virus in an experimental setting. It is unlikely that they play a role in the current outbreak of Zika.
Vector-borne diseases A review of Zika vectors - Aedes",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,Can the Aedes mosquito travel from country to country and region to region?,"The Aedes mosquito is a weak flyer; it cannot fly more than 400 meters. However it may be possible for the mosquito to be transported from one place to another accidentally and introduce Zika virus to new areas. WHO Ad-hoc Advisory Group on aircraft disinsection for controlling the international spread of vector-borne diseases
The Aedes mosquito is a weak flyer; it cannot fly more than 400 meters. However it may be possible for the mosquito to be transported from one place to another accidentally and introduce Zika virus to new areas.
WHO Ad-hoc Advisory Group on aircraft disinsection for controlling the international spread of vector-borne diseases",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What role does mosquito surveillance play in addressing Zika virus?,"Monitoring the numbers and the geographical distribution of mosquitoes over time (surveillance) helps to make timely decisions about how best to manage mosquito populations. Surveillance can serve to identify areas where a high-density infestation of mosquitoes has occurred or periods when mosquito populations increase. In areas where the mosquitoes are no longer present, mosquito surveillance is critical to detect new introductions rapidly before they become widespread and difficult to eliminate. Monitoring of the mosquito population’s susceptibility to insecticide should also be an integral part of any programme that uses insecticides which are substances to kill insects. Surveillance is a critical component of prevention and control programmes as it provides the information necessary for risk assessment, epidemic response and programme evaluation. Entomological surveillance for Aedes spp. in the context of Zika virus: Interim guidance for entomologists Monitoring and managing insecticide resistance in Aedes mosquito populations
Monitoring the numbers and the geographical distribution of mosquitoes over time (surveillance) helps to make timely decisions about how best to manage mosquito populations.
Surveillance can serve to identify areas where a high-density infestation of mosquitoes has occurred or periods when mosquito populations increase. In areas where the mosquitoes are no longer present, mosquito surveillance is critical to detect new introductions rapidly before they become widespread and difficult to eliminate.
Monitoring of the mosquito population’s susceptibility to insecticide should also be an integral part of any programme that uses insecticides which are substances to kill insects. Surveillance is a critical component of prevention and control programmes as it provides the information necessary for risk assessment, epidemic response and programme evaluation.
Entomological surveillance for Aedes spp. in the context of Zika virus: Interim guidance for entomologists Monitoring and managing insecticide resistance in Aedes mosquito populations",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What role does mosquito control play in addressing Zika virus?,"Mosquito control is an important component of the prevention and management of Zika virus and complications. WHO encourages affected countries and their partners to scale up the use of current mosquito control interventions as the most immediate line of defence. WHO recommends approaches that tackle all life stages of the Aedes mosquito, from the egg, to the larva/pupa to the adult. Current interventions include: targeted residual spraying of adult Aedes mosquitoes in and around houses; space spraying/indoor fogging where Aedes mosquitoes rest and bite and outside; elimination of Aedes mosquito larvae in standing water breeding sites and personal protection from mosquito bites. If current methods are implemented in an expedient, comprehensive and sustained way, with community participation, along with other measures, mosquito control can be effective. In addition, WHO encourages countries and their partners to judiciously test new control tools that could potentially be applied in the future. WHO's vector control recommendations targeting the Aedes species are also very efficient against other mosquito vectors. The range of methods for reducing mosquitos include spraying the inside walls of houses, indoor space spraying, larval control and eliminating breeding sites. Mosquito control is recommended along with personal protection steps such as the use of insect repellents, bed nets during the day and at night, window and door netting and wire mesh screens. Dispelling rumours around Zika and complications Protecting the health and safety of workers in emergency vector control of Aedes mosquitoes Vector control operations framework for Zika virus
Mosquito control is an important component of the prevention and management of Zika virus and complications. WHO encourages affected countries and their partners to scale up the use of current mosquito control interventions as the most immediate line of defence. WHO recommends approaches that tackle all life stages of the Aedes mosquito, from the egg, to the larva/pupa to the adult.
Current interventions include: targeted residual spraying of adult Aedes mosquitoes in and around houses; space spraying/indoor fogging where Aedes mosquitoes rest and bite and outside; elimination of Aedes mosquito larvae in standing water breeding sites and personal protection from mosquito bites. If current methods are implemented in an expedient, comprehensive and sustained way, with community participation, along with other measures, mosquito control can be effective. In addition, WHO encourages countries and their partners to judiciously test new control tools that could potentially be applied in the future.
WHO's vector control recommendations targeting the Aedes species are also very efficient against other mosquito vectors. The range of methods for reducing mosquitos include spraying the inside walls of houses, indoor space spraying, larval control and eliminating breeding sites. Mosquito control is recommended along with personal protection steps such as the use of insect repellents, bed nets during the day and at night, window and door netting and wire mesh screens.
Dispelling rumours around Zika and complications Protecting the health and safety of workers in emergency vector control of Aedes mosquitoes Vector control operations framework for Zika virus",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,What can people do to protect themselves from mosquito bites?,"The best protection from Zika virus and associated complications is preventing mosquito bites. This can be done by: • Wearing clothes (preferably light-coloured) that cover as much of the body as possible. • Using repellents that contain DEET (diethyltoluamide), IR 3535 ((3- [N-butyl-N-acetyl], aminopropionic acid ethyl-ester) or KBR3023 (also called Icaridin or Picaridin). These are applied to exposed skin or to clothing and should be used in strict accordance with the label instructions, especially regarding the duration of protection and timing of re-application. If repellents and sunscreen are used together, sunscreen should be applied first and the repellent thereafter. Using physical barriers such mesh screens or treated netting materials on doors and windows. • Sleeping under mosquito nets day and night. • Identifying and eliminating potential mosquito breeding sites, by emptying, cleaning or covering containers that can hold even small amounts of water, such as buckets, flower pots and tyres. • National programmes can target polluted water bodies and sewage wastes (septic tank outlets need to be covered) with water and sanitation interventions.
The best protection from Zika virus and associated complications is preventing mosquito bites. This can be done by:
• Wearing clothes (preferably light-coloured) that cover as much of the body as possible.
• Using repellents that contain DEET (diethyltoluamide), IR 3535 ((3- [N-butyl-N-acetyl], aminopropionic acid ethyl-ester) or KBR3023 (also called Icaridin or Picaridin). These are applied to exposed skin or to clothing and should be used in strict accordance with the label instructions, especially regarding the duration of protection and timing of re-application. If repellents and sunscreen are used together, sunscreen should be applied first and the repellent thereafter. Using physical barriers such mesh screens or treated netting materials on doors and windows.
• Sleeping under mosquito nets day and night.
• Identifying and eliminating potential mosquito breeding sites, by emptying, cleaning or covering containers that can hold even small amounts of water, such as buckets, flower pots and tyres.
• National programmes can target polluted water bodies and sewage wastes (septic tank outlets need to be covered) with water and sanitation interventions.",https://www.who.int/news-room/questions-and-answers/item/zika
Zika virus,How can pregnant women protect themselves from mosquito bites?,"Women who are pregnant or planning to become pregnant and their sexual partners should take extra care to protect themselves from the bite of mosquitoes that transmit Zika. Pregnant women living in areas of Zika virus transmission should follow the same prevention guidelines as the general population (see question above). There is no evidence of health risks associated with the use of insect repellents that contain DEET (diethyltoluamide), or IR 3535, or icaridin by pregnant women as long as they are used in accordance with the instructions on the product label. Pregnant women living in areas with ongoing Zika virus transmission should attend their regular antenatal care visits in accordance with national standards and comply with the recommendations of their health-care providers. They should also start antenatal care visits early for diagnosis and appropriate care and follow-up if they develop any of the Zika symptoms or signs.
Women who are pregnant or planning to become pregnant and their sexual partners should take extra care to protect themselves from the bite of mosquitoes that transmit Zika. Pregnant women living in areas of Zika virus transmission should follow the same prevention guidelines as the general population (see question above).
There is no evidence of health risks associated with the use of insect repellents that contain DEET (diethyltoluamide), or IR 3535, or icaridin by pregnant women as long as they are used in accordance with the instructions on the product label.
Pregnant women living in areas with ongoing Zika virus transmission should attend their regular antenatal care visits in accordance with national standards and comply with the recommendations of their health-care providers. They should also start antenatal care visits early for diagnosis and appropriate care and follow-up if they develop any of the Zika symptoms or signs.",https://www.who.int/news-room/questions-and-answers/item/zika
